Timestamp,Type,Priority,index_num,Suggestion,topic
10/27/22 16:08,0,5,427,"Georgia Tech has pretty heavy courses and even when we create a balance by taking a combination of light-heavy courses it becomes too much. There isn't any learning there, nor does it help students do better later in life. This just creates unnecessary stress and anxiety. I would rather have 3 manageable courses are understand it properly compared to facing mental anxiety and stress just to survive it.",course
10/27/22 16:08,1,1,428,lessen the assignments but encourage more research work for the graduate students,course
10/27/22 16:08,1,2,429,discussion of research topics every once in a while (monthly),course
10/27/22 16:08,1,3,430,I wish there could be some centralize system which could sync the assignment submission date that no two or three assignments due on same day,course
10/27/22 16:08,1,4,431,"I wish there could be open project or lab proposal session where student could propose their interested lab or project that which wish to work on (of course with verification from the Professors and TA),in lieu of assignments ",job opportunities
10/27/22 16:08,1,5,432,"Existence of Heavy work load and CARE (which provides mental health service at GT) does seem that the management understands the relationship, but sad to see there is no solution they really address rather ""you have to make it work"".",health
10/27/22 16:09,0,1,433,Better transportation in campus,transportation
10/27/22 16:09,0,2,434,Free parking for students,transportation
10/27/22 16:09,0,3,435,Provide more on campus housing for grad students,housing
10/27/22 16:09,0,4,436,Cancel the minimal 12 credits rule for international students,course
10/27/22 16:09,0,5,437,More employment opportunities on campus,job opportunities
10/27/22 16:09,1,1,438,More convenient traffic in the campus,transportation
10/27/22 16:09,1,2,439,Better Wi-Fi coverage,campus
10/27/22 16:09,1,3,440,More students coupons can use in daily life,campus
10/27/22 16:09,1,4,441,Reasonable arrangement of classrooms,campus
10/27/22 16:09,1,5,442,More news about coming events,benefits
10/27/22 16:11,0,1,443,academic (load) ,course
10/27/22 16:11,0,2,444,Academic (grades),exam
10/27/22 16:11,0,3,445,more extra credit offered,course
10/27/22 16:11,0,4,446,Optional problems to solve instead of presentations can help students in receiving extra credits since presentations are limited in number per class,course
10/27/22 16:11,0,5,447,Mode of conduct of lectures should be both in-person and remote in every course,course
10/27/22 16:11,1,1,448,Free food for grad students.,food
10/27/22 16:11,1,2,449,Give students the full week of Thanksgiving off - some students live in different states and need to be able to visit family.,course
10/27/22 16:11,1,3,450,Offer virtual office hours as well as in-person office hours in general for classes.,course
10/27/22 16:11,1,4,451,More resources for students who commute.,transportation
10/27/22 16:11,1,5,452,I accidentally left my notebook at home and can’t remember the last one I listed on Tuesday. I believe it was more social events? Sorry!,benefits
10/27/22 16:12,0,1,453,More and cheaper dining options ,food
10/27/22 16:12,0,2,454,More convenient bus services.,transportation
10/27/22 16:12,1,1,455,Lower the tuition and fee for out-of-state students.,tuition
10/27/22 16:12,1,2,456,Provide more on-campus housing options for graduate students.,housing
10/27/22 16:19,0,1,457,Increased number of on-campus employment opportunities for student,job opportunities
10/27/22 16:19,0,2,458,Add more focus areas with ergonomic chairs and monitors such that students can work upto late hours on-campus without eye and back strain,campus
10/27/22 16:19,0,3,459,An exam archive for students to prep for tests,exam
10/27/22 16:19,0,4,460,"Giving the students a few research papers to write a survey on, thus giving students more exposure to present day research in the domain",course
10/27/22 16:19,0,5,461,Cheap and better quality food offerings,food
10/27/22 16:19,1,1,462,Students should be allowed balance between work and life.,health
10/27/22 16:19,1,2,463,"Exams should not hold a lot of weightage, instead there should be multiple assignments for grading.",exam
10/27/22 16:19,1,3,464,Recreational activities and sports should be free of charge.,benefits
10/27/22 16:19,1,4,465,Classes should have more windows for ventilations.,course
10/27/22 16:19,1,5,466,There should be cheaper dining hall options on campus.,food
10/27/22 16:20,0,1,467,To reduce number of courses per sem for international students,course
10/27/22 16:20,0,2,468,More RA/TA opportunities,job opportunities
10/27/22 16:20,0,3,469,Easy switch between the programs or disciplines if students lose their interest in their current program,course
10/27/22 16:20,0,4,470,We can have free shared bikes or scooters for students to access in the campus,transportation
10/27/22 16:20,0,5,471,there could be some centralize system which could sync the assignment submission date that no two or three assignments due on same day ,course
10/27/22 16:20,1,1,472,Making class registration process smoother so that everyone can register for their desired courses,course
10/27/22 16:20,1,2,473,Increase opportunities for GRA/GTA roles in ECE department,job opportunities
10/27/22 16:20,1,3,474,Increasing number of seats in Library,campus
10/27/22 16:20,1,4,475,Increased number of on-campus employment opportunities for student,job opportunities
10/27/22 16:20,1,5,476,Increased number of student housing to accommodate more students on-campus,housing
10/27/22 16:22,0,1,477,More safe housing options for students on and off campus,housing
10/27/22 16:22,0,2,478,Lesser fees especially for out-of-state students,tuition
10/27/22 16:22,0,3,479,Reduced coursework( 4 subjects every semester is hectic),course
10/27/22 16:22,0,4,480,More food options/free healthy food to be available on campus,food
10/27/22 16:22,0,5,481,Better transportation facilities in and around campus,transportation
10/27/22 16:22,1,1,482,More public transport,transportation
10/27/22 16:22,1,2,483,Cheaper food,food
10/27/22 16:22,1,3,484,Cheaper accommodation,housing
10/27/22 16:22,1,4,485,Fewer subjects per semester,course
10/27/22 16:22,1,5,486,More social activities,benefits
10/27/22 16:22,0,1,487,More RA/TA opportunities,job opportunities
10/27/22 16:22,0,2,488,Lower student fees,tuition
10/27/22 16:22,0,3,489,Physical activities which will help bond,health
10/27/22 16:22,0,4,490,Provide more hands on experiments on Networks ,course
10/27/22 16:22,0,5,491,We can have free shared bikes or scooters for students to access on the campus,transportation
10/27/22 16:22,1,1,492,Affordable Housing on-campus,housing
10/27/22 16:22,1,2,493,More collaboration based assignment,course
10/27/22 16:22,1,3,494,All class recording should be available,course
10/27/22 16:22,1,4,495,Affordable meal options,food
10/27/22 16:22,1,5,496,Better Transportation,transportation
10/31/22 21:30,0,1,497,More accessible free mental health help,health
10/31/22 21:30,0,2,498,Record all lectures and make them available on canvas ,course
10/31/22 21:30,0,3,499,More than one gym to reduce crowding ,health
10/31/22 21:30,0,4,500,More news about coming campus events,campus
10/31/22 21:30,0,5,501,Late night dining options,food
10/31/22 21:30,1,1,502,More accessible free mental health help,health
10/31/22 21:30,1,2,503,More than one gym to reduce crowding ,health
10/31/22 21:30,1,3,504,Better transportation from off campus areas to campus,transportation
10/31/22 21:30,1,4,505,More areas on campus to study,campus
10/31/22 21:30,1,5,506,Better campus dining options,food
