Timestamp,Type,Priority,Suggestion,index_num
10/27/22 16:11,1,5,I accidentally left my notebook at home and can’t remember the last one I listed on Tuesday. I believe it was more social events? Sorry!,462
10/27/22 16:12,0,1,More and cheaper dining options ,463
10/27/22 16:12,0,2,More convenient bus services.,464
10/27/22 16:12,1,1,Lower the tuition and fee for out-of-state students.,465
10/27/22 16:12,1,2,Provide more on-campus housing options for graduate students.,466
10/27/22 16:19,0,1,Increased number of on-campus employment opportunities for student,467
10/27/22 16:19,0,2,Add more focus areas with ergonomic chairs and monitors such that students can work upto late hours on-campus without eye and back strain,468
10/27/22 16:19,0,3,An exam archive for students to prep for tests,469
10/27/22 16:19,0,4,"Giving the students a few research papers to write a survey on, thus giving students more exposure to present day research in the domain",470
10/27/22 16:19,0,5,Cheap and better quality food offerings,471
10/27/22 16:19,1,1,Students should be allowed balance between work and life.,472
10/27/22 16:19,1,2,"Exams should not hold a lot of weightage, instead there should be multiple assignments for grading.",473
10/27/22 16:19,1,3,Recreational activities and sports should be free of charge.,474
10/27/22 16:19,1,4,Classes should have more windows for ventilations.,475
10/27/22 16:19,1,5,There should be cheaper dining hall options on campus.,476
10/27/22 16:20,0,1,To reduce number of courses per sem for international students,477
10/27/22 16:20,0,2,More RA/TA opportunities,478
10/27/22 16:20,0,3,Easy switch between the programs or disciplines if students lose their interest in their current program,479
10/27/22 16:20,0,4,We can have free shared bikes or scooters for students to access in the campus,480
10/27/22 16:20,0,5,there could be some centralize system which could sync the assignment submission date that no two or three assignments due on same day ,481
10/27/22 16:20,1,1,Making class registration process smoother so that everyone can register for their desired courses,482
10/27/22 16:20,1,2,Increase opportunities for GRA/GTA roles in ECE department,483
10/27/22 16:20,1,3,Increasing number of seats in Library,484
10/27/22 16:20,1,4,Increased number of on-campus employment opportunities for student,485
10/27/22 16:20,1,5,Increased number of student housing to accommodate more students on-campus,486
10/27/22 16:22,0,1,More safe housing options for students on and off campus,487
10/27/22 16:22,0,2,Lesser fees especially for out-of-state students,488
10/27/22 16:22,0,3,Reduced coursework( 4 subjects every semester is hectic),489
10/27/22 16:22,0,4,More food options/free healthy food to be available on campus,490
10/27/22 16:22,0,5,Better transportation facilities in and around campus,491
10/27/22 16:22,1,1,More public transport,492
10/27/22 16:22,1,2,Cheaper food,493
10/27/22 16:22,1,3,Cheaper accommodation,494
10/27/22 16:22,1,4,Fewer subjects per semester,495
10/27/22 16:22,1,5,More social activities,496
10/27/22 16:22,0,1,More RA/TA opportunities,497
10/27/22 16:22,0,2,Lower student fees,498
10/27/22 16:22,0,3,Physical activities which will help bond,499
10/27/22 16:22,0,4,Provide more hands on experiments on Networks ,500
10/27/22 16:22,0,5,We can have free shared bikes or scooters for students to access on the campus,501
10/27/22 16:22,1,1,Affordable Housing on-campus,502
10/27/22 16:22,1,2,More collaboration based assignment,503
10/27/22 16:22,1,3,All class recording should be available,504
10/27/22 16:22,1,4,Affordable meal options,505
10/27/22 16:22,1,5,Better Transportation,506
10/31/22 21:30,0,1,More accessible free mental health help,507
10/31/22 21:30,0,2,Record all lectures and make them available on canvas ,508
10/31/22 21:30,0,3,More than one gym to reduce crowding ,509
10/31/22 21:30,0,4,More news about coming campus events,510
10/31/22 21:30,0,5,Late night dining options,511
10/31/22 21:30,1,1,More accessible free mental health help,512
10/31/22 21:30,1,2,More than one gym to reduce crowding ,513
10/31/22 21:30,1,3,Better transportation from off campus areas to campus,514
10/31/22 21:30,1,4,More areas on campus to study,515
10/31/22 21:30,1,5,Better campus dining options,516
